player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments
P-55727,Afolabi,Rabiu,1980-04-18,0,0,1,0,0,2,"2002, 2010"
P-76618,Afonin,Valentin,1939-12-22,0,0,1,1,0,2,"1966, 1970"
P-00279,Afonsinho,not applicable,1914-03-08,0,0,0,1,0,1,1938
P-13639,Afriyie,Daniel,2001-06-26,0,0,0,1,0,1,2022
P-30416,Agassa,Kossi,1978-07-02,0,1,0,0,0,1,2006
P-53035,Agbim,Chigozie,1984-11-28,0,1,0,0,0,1,2014
P-68499,Agbo,Hans,1967-09-26,0,0,1,0,0,1,1994
P-08310,Agboh,Kuami,1977-12-28,0,0,0,1,0,1,2006
P-77276,Agbonavbare,Wilfred,1966-10-05,0,1,0,0,0,1,1994
P-52264,Agger,Daniel,1984-12-12,0,0,1,0,0,1,2010
P-74228,Aghahowa,Julius,1982-02-12,0,0,0,0,1,1,2002
P-72797,Agoos,Jeff,1968-05-02,0,0,1,0,0,2,"1998, 2002"
P-44105,Agrebi,Hamadi,1951-03-20,0,0,0,1,0,1,1978
P-25342,Agu,Alloysius,1967-07-12,0,1,0,0,0,1,1994
P-77856,Águas,Rui,1960-04-28,0,0,0,0,1,1,1986
P-47490,Aguerd,Nayef,1996-03-30,0,0,1,0,0,1,2022
P-17292,Agüero,Juan Bautista,1935-06-24,0,0,0,0,1,1,1958
P-36870,Agüero,Sergio,1988-06-02,0,0,0,0,1,3,"2010, 2014, 2018"
P-76705,Aguilar,Abel,1985-01-06,0,0,0,1,0,2,"2014, 2018"
P-01835,Aguilar,Paul,1986-03-06,0,0,1,0,0,2,"2010, 2014"
P-43460,Aguilar,Samuel,1933-03-16,0,1,0,0,0,1,1958
P-44957,Aguilera,Brandon,2003-06-28,0,0,0,1,0,1,2022
P-57189,Aguilera,Carlos,1964-09-21,0,0,0,0,1,2,"1986, 1990"
P-08700,Aguilera,Carlos,1969-05-22,0,0,1,0,0,1,1998
P-11212,Aguilera,Edgar,1975-07-28,0,0,1,0,0,1,1998
P-95800,Aguilera,Juan,1903-10-23,0,0,0,0,1,1,1930
P-17727,Aguilera,Oscar,1935-03-11,0,0,0,0,1,1,1958
P-23101,Aguinaga,Álex,1968-07-09,0,0,0,1,0,1,2002
P-33814,Aguirre,Francisco,not available,0,0,0,1,0,1,1930
P-59792,Aguirre,Javier,1958-12-01,0,0,0,1,0,1,1986
P-79898,Agyei,Daniel,1989-11-10,0,1,0,0,0,1,2010
P-89904,Agyemang-Badu,Emmanuel,1990-12-02,0,0,0,1,0,1,2014
P-30429,Ahlström,Thomas,1952-07-17,0,0,0,1,0,1,1974
P-38468,Åhlund,Olle,1920-08-22,0,0,0,1,0,1,1950
P-37948,Ahmadi,Rahman,1980-07-30,0,1,0,0,0,1,2014
P-91705,Åhman,Ronald,1957-01-31,0,0,0,1,0,1,1978
P-33804,Ahmed,Homam,1999-08-25,0,0,1,0,0,1,2022
P-27915,Ahmed,Issah,1982-05-24,0,0,1,0,0,1,2006
P-26616,Ahn,Jung-hwan,1976-01-27,0,0,0,0,1,3,"2002, 2006, 2010"
P-29011,Ahorlu,Stephen,1988-09-05,0,1,0,0,0,1,2010
P-34039,Ahumada,Sergio,1948-10-02,0,0,0,0,1,1,1974
P-09991,Aidoo,Joseph,1995-09-29,0,0,1,0,0,1,2022
P-22801,Aigner,Ernst,1966-10-31,0,0,1,0,0,1,1990
P-25906,Aimar,Pablo,1979-11-03,0,0,0,1,0,2,"2002, 2006"
P-35569,Aird,Jock,1926-02-18,0,0,1,0,0,1,1954
P-66972,Airosa,Marco,1984-08-06,0,0,1,0,0,1,2006
P-58822,Aït Bennasser,Youssef,1996-07-07,0,0,0,1,0,1,2018
P-08096,Aitken,Roy,1958-11-24,0,0,1,0,0,2,"1986, 1990"
P-73175,Aiyenugba,Dele,1983-11-20,0,1,0,0,0,1,2010
P-48722,Akalé,Kanga,1981-03-07,0,0,0,1,0,1,2006
P-23925,Akanji,Manuel,1995-07-19,0,0,1,0,0,2,"2018, 2022"
P-64438,Aké,Nathan,1995-02-18,0,0,1,0,0,1,2022
P-41399,Akgün,Kaçmaz,1935-02-19,0,0,1,0,0,1,1954
P-47488,Akid,Mohamed,1949-07-05,0,0,0,0,1,1,1978
P-95453,Akinfeev,Igor,1986-04-08,0,1,0,0,0,2,"2014, 2018"
P-34956,Akita,Yutaka,1970-08-06,0,0,1,0,0,2,"1998, 2002"
P-01401,Akoto,Eric,1980-07-20,0,0,1,0,0,1,2006
P-42905,Akpa Akpro,Jean-Daniel,1992-10-11,0,0,1,0,0,1,2014
P-83020,Akpeyi,Daniel,1986-03-08,0,1,0,0,0,1,2018
P-07482,Akwá,not applicable,1977-05-30,0,0,0,0,1,1,2006
P-48288,Akwuegbu,Benedict,1974-11-03,0,0,0,0,1,1,2002
P-79130,Akyel,Fatih,1977-12-26,0,0,1,0,0,1,2002
P-76864,Al-Abed,Nawaf,1990-01-26,0,0,0,1,0,1,2022
P-45581,Al-Aboud,Abdulrahman,1995-06-01,0,0,0,0,1,1,2022
P-12335,Al-Amri,Abdulelah,1997-01-15,0,0,1,0,0,1,2022
P-22789,Al-Anazi,Awad,1968-09-24,0,0,1,0,0,1,1994
P-88607,Al-Anberi,Abdulaziz,1954-01-03,0,0,0,0,1,1,1982
P-45367,Al-Antaif,Tisir,1974-02-16,0,1,0,0,0,1,1998
P-67035,Al-Aqidi,Nawaf,2000-05-10,0,1,0,0,0,1,2022
P-58952,Al-Bahri,Ahmed,1980-09-18,0,0,1,0,0,1,2006
P-23379,Al-Bishi,Fahad,1965-09-10,0,0,0,1,0,1,1994
P-60833,Al-Bishi,Mohamed,1987-05-03,0,0,1,0,0,1,2006
P-94422,Al-Breik,Mohammed,1992-09-15,0,0,1,0,0,2,"2018, 2022"
P-87284,Al-Bulaihi,Ali,1989-11-21,0,0,1,0,0,2,"2018, 2022"
P-51432,Al-Buloushi,Abdulaziz,1962-12-04,0,0,0,0,1,1,1982
P-49203,Al-Buloushi,Abdullah,1960-02-16,0,0,0,0,1,1,1982
P-89845,Al-Buraikan,Firas,2000-05-14,0,0,0,0,1,1,2022
P-33410,Al-Dakhil,Faisal,1957-08-13,0,0,0,0,1,1,1982
P-77098,Al-Dawod,Saleh,1968-09-24,0,0,1,0,0,1,1994
P-10907,Al-Dawsari,Nasser,1998-12-19,0,0,0,1,0,1,2022
P-70583,Al-Dawsari,Salem,1991-08-19,0,0,0,1,1,2,"2018, 2022"
P-12996,Al-Deayea,Mohamed,1972-08-02,0,1,0,0,0,4,"1994, 1998, 2002, 2006"
P-53448,Al-Dokhi,Ahmed,1976-10-25,0,0,1,0,0,3,"1998, 2002, 2006"
P-60332,Al-Dosari,Abdullah,1969-11-01,0,0,1,0,0,1,1994
P-17941,Al-Dosari,Khamis,1973-09-08,0,0,0,1,0,2,"1998, 2002"
P-85019,Al-Dosari,Obeid,1975-10-02,0,0,0,0,1,2,"1998, 2002"
P-93688,Al-Faraj,Salman,1989-08-01,0,0,0,1,0,2,"2018, 2022"
P-00585,Al-Ghamdi,Omar,1979-04-11,0,0,0,1,0,2,"2002, 2006"
P-90719,Al-Ghanim,Nassir,1961-04-04,0,0,0,1,0,1,1982
P-06789,Al-Ghannam,Sultan,1994-05-06,0,0,1,0,0,1,2022
P-39267,Al-Ghesheyan,Fahad,1973-08-01,0,0,0,0,1,1,1994
P-17103,Al-Haddad,Abdulrahman,1966-03-23,0,0,1,0,0,1,1990
P-32314,Al-Haddad,Muayad,1960-01-01,0,0,0,0,1,1,1982
P-93316,Al-Hadhrami,Naif,2001-07-18,0,0,0,1,0,1,2022
P-43921,Al-Hajri,Salem,1996-04-10,0,0,0,1,0,1,2022
P-81321,Al-Harbi,Ibrahim,1975-07-10,0,0,0,1,0,1,1998
P-91707,Al-Harbi,Mansoor,1987-10-19,0,0,1,0,0,1,2018
P-16522,Al-Harthi,Mohsin,1976-07-17,0,0,1,0,0,1,2002
P-88984,Al-Harthi,Saad,1984-02-03,0,0,0,0,1,1,2006
P-08051,Al-Hashash,Sami,1959-09-15,0,0,1,0,0,1,1982
P-45413,Al-Hassan,Ali,1997-03-04,0,0,0,1,0,1,2022
P-38732,Al-Haydos,Hassan,1990-12-11,0,0,0,1,0,1,2022
P-36914,Al-Helwah,Ibrahim,1972-08-18,0,1,0,0,0,1,1994
P-90628,Al-Houti,Saad,1954-05-24,0,0,0,1,0,1,1982
P-88041,Al-Jaber,Sami,1972-12-11,0,0,0,0,1,4,"1994, 1998, 2002, 2006"
P-55518,Al-Jahani,Mohammed,1974-09-28,0,0,1,0,0,2,"1998, 2002"
P-28313,Al-Janoubi,Abdulaziz,1974-07-21,0,0,1,0,0,1,1998
P-68738,Al-Jasem,Waleed,1959-11-18,0,0,1,0,0,1,1982
P-66636,Al-Jassim,Taisir,1984-07-25,0,0,0,1,0,1,2018
P-26868,Al-Jumaan,Abdullah,1977-11-10,0,0,0,0,1,1,2002
P-82537,Al-Khaibari,Abdullah,1996-08-16,0,0,0,1,0,1,2018
P-04434,Al-Khaibri,Abdulmalek,1986-03-13,0,0,0,1,0,1,2018
P-76946,Al-Khathran,Abdulaziz,1973-07-31,0,0,1,1,0,2,"2002, 2006"
P-44462,Al-Khilaiwi,Mohammed,1971-08-21,0,0,1,0,0,2,"1994, 1998"
P-29107,Al-Khojali,Mohammed,1973-01-15,0,1,0,0,0,1,2002
P-20216,Al-Malki,Abdulellah,1994-10-11,0,0,0,1,0,1,2022
P-61496,Al-Mayouf,Abdullah,1987-01-23,0,1,0,0,0,1,2018
P-89920,Al-Mehallel,Fahad,1970-11-11,0,0,0,0,1,2,"1994, 1998"
P-77853,Al-Mogahwi,Housain,1988-03-24,0,0,0,1,0,1,2018
P-48279,Al-Montashari,Hamad,1982-06-22,0,0,1,0,0,1,2006
P-40442,Al-Mosailem,Yasser,1984-02-27,0,1,0,0,0,1,2018
P-24301,Al-Muwallad,Fahad,1994-09-14,0,0,0,0,1,1,2018
P-78753,Al-Muwallid,Khalid,1971-11-23,0,0,0,1,0,2,"1994, 1998"
P-87569,Al-Najei,Sami,1997-02-07,0,0,0,1,0,1,2022
P-41428,Al-Owairan,Saeed,1967-08-19,0,0,0,1,1,2,"1994, 1998"
P-85438,Al-Owais,Mohammed,1991-10-10,0,1,0,0,0,2,"2018, 2022"
P-15273,Al-Qabendi,Jamal,1959-04-07,0,0,1,0,0,1,1982
P-84226,Al-Qadi,Naif,1979-04-03,0,0,1,0,0,1,2006
P-87114,Al-Qahtani,Yasser,1982-10-10,0,0,0,0,1,1,2006
P-15161,Al-Rawi,Bassam,1997-12-16,0,0,1,0,0,1,2022
P-06659,Al-Rubaie,Mohammed,1997-08-14,0,1,0,0,0,1,2022
P-43829,Al-Sadiq,Hussein,1973-10-15,0,1,0,0,0,2,"1994, 1998"
P-83734,Al-Sahlawi,Mohammad,1987-01-10,0,0,0,0,1,1,2018
P-92151,Al-Shahrani,Ibrahim,1974-07-21,0,0,0,1,1,2,"1998, 2002"
P-45457,Al-Shahrani,Yasser,1992-05-25,0,0,1,0,0,2,"2018, 2022"
P-11262,Al-Shalhoub,Mohammad,1980-12-08,0,0,0,1,0,2,"2002, 2006"
P-70879,Al-Sheeb,Saad,1990-02-19,0,1,0,0,0,1,2022
P-48349,Al-Shehri,Fouzi,1980-05-15,0,0,1,0,0,1,2002
P-37308,Al-Shehri,Saleh,1993-11-01,0,0,0,0,1,1,2022
P-23568,Al-Shehri,Yahya,1990-06-26,0,0,0,1,0,1,2018
P-61662,Al-Shemmari,Hamoud,1960-09-26,0,0,1,0,0,1,1982
P-88598,Al-Suwayed,Yussef,1958-09-20,0,0,0,1,0,1,1982
P-02755,Al-Taifi,Yassir,1971-05-10,0,0,1,0,0,1,1994
P-11032,Al-Talyani,Adnan,1964-10-30,0,0,0,0,1,1,1990
P-93173,Al-Tambakti,Hassan,1999-02-09,0,0,1,0,0,1,2022
P-21692,Al-Tarabulsi,Ahmed,1947-03-22,0,1,0,0,0,1,1982
P-20886,Al-Temyat,Nawaf,1976-06-28,0,0,0,1,0,3,"1998, 2002, 2006"
P-12568,Al-Thagafi,Mansour,1979-01-14,0,0,1,0,0,1,2002
P-30161,Al-Thunayan,Yousuf,1963-11-18,0,0,0,1,0,1,1998
P-75813,Al-Waked,Abdullah,1975-09-29,0,0,0,1,0,1,2002
P-00683,Al-Yami,Al Hasan,1972-08-21,0,0,0,0,1,1,2002
P-57100,Alaaeldin,Ahmed,1993-01-31,0,0,0,0,1,1,2022
P-30493,Aladzhov,Stefan,1947-10-18,0,0,1,0,0,2,"1970, 1974"
P-50217,Alaoui,Ahmed,1949-01-01,0,0,0,0,1,1,1970
P-62567,Alaoui,Zakaria,1966-06-17,0,1,0,0,0,1,1994
P-01416,Alba,Jordi,1989-03-21,0,0,1,0,0,3,"2014, 2018, 2022"
P-32516,Albarracín,Ernesto,1907-09-25,0,0,0,1,0,1,1934
P-21683,Albelda,David,1977-09-01,0,0,0,1,0,2,"2002, 2006"
P-21188,Albert,Flórián,1941-09-15,0,0,0,1,1,2,"1962, 1966"
P-43307,Albert,Philippe,1967-08-10,0,0,1,0,0,2,"1990, 1994"
P-87231,Albertini,Demetrio,1971-08-23,0,0,0,1,0,2,"1994, 1998"
P-25829,Alberto,Carlos,1944-07-17,0,0,1,0,0,1,1970
P-70569,Alberto,Julio,1958-10-07,0,0,1,0,0,1,1986
P-73673,Albertosi,Enrico,1939-11-02,0,1,0,0,0,4,"1962, 1966, 1970, 1974"
P-24647,Albiol,Raúl,1985-09-04,0,0,1,0,0,2,"2010, 2014"
P-39517,Albiston,Arthur,1957-07-14,0,0,1,0,0,1,1986
P-75764,Albornoz,Miiko,1990-11-30,0,0,1,0,0,1,2014
P-43807,Alborta,Mario,1910-09-19,0,0,0,0,1,1,1930
P-82536,Albrecht,Ernst,1907-11-12,0,0,0,1,0,1,1934
P-06647,Albrecht,Milan,1950-07-16,0,0,0,0,1,1,1970
P-27099,Albrecht,Rafael,1941-08-23,0,0,1,1,0,2,"1962, 1966"
P-59999,Albright,Chris,1979-01-14,0,0,1,0,0,1,2006
P-76189,Albu,Gheorghe,1909-09-12,0,0,1,0,0,1,1934
P-87859,Alcaraz,Antolín,1982-07-30,0,0,1,0,0,1,2010
P-34547,Alcaraz,Francisco,1960-10-04,0,0,0,0,1,1,1986
P-09225,Alcazar,Joseph,1911-06-15,0,0,0,0,1,1,1934
P-66524,Alcindo,not applicable,1945-12-16,0,0,0,0,1,1,1966
P-56505,Aldair,not applicable,1965-11-30,0,0,1,0,0,3,"1990, 1994, 1998"
P-70547,Alderweireld,Toby,1989-03-02,0,0,1,0,0,3,"2014, 2018, 2022"
P-42603,Aldridge,John,1958-09-18,0,0,0,0,1,2,"1990, 1994"
P-86677,Aleinikov,Sergei,1961-11-07,0,0,0,1,0,2,"1986, 1990"
P-80210,Alejandrez,Juan Manuel,1944-05-17,0,0,1,0,0,1,1970
P-96679,Aleksandrov,Petar,1962-12-07,0,0,0,0,1,1,1994
P-76896,Alemão,not applicable,1961-11-22,0,0,0,1,0,2,"1986, 1990"
P-82861,Alenemeh,Ahmad,1982-10-10,0,0,1,0,0,1,2014
P-51792,Alenichev,Dmitri,1972-10-20,0,0,0,1,0,1,2002
P-05318,Alexander-Arnold,Trent,1998-10-07,0,0,1,0,0,2,"2018, 2022"
P-42808,Alexandersson,Niclas,1971-12-29,0,0,0,1,0,2,"2002, 2006"
P-80966,Alexandris,Alexis,1968-10-21,0,0,0,0,1,1,1994
P-22433,Alexanko,José Ramón,1956-05-19,0,0,1,0,0,1,1982
P-20597,Alexiou,Alexis,1963-09-08,0,0,1,0,0,1,1994
P-98623,Alexoudis,Alexis,1972-06-20,0,0,0,0,1,1,1994
P-21488,Alfaro,Mauricio,1956-02-13,0,0,0,1,0,1,1982
P-82853,Alfaro,Wardy,1977-12-31,0,1,0,0,0,1,2006
P-00034,Alfonso,not applicable,1972-09-26,0,0,0,0,1,1,1998
P-83086,Alfredo,not applicable,1920-01-01,0,0,0,0,1,1,1950
P-93949,Alfredo,not applicable,1924-10-27,0,0,1,0,0,1,1954
P-06277,Alfredo,not applicable,1946-10-18,0,0,1,0,0,1,1974
P-11079,Algarañaz,Víctor Celestino,1926-04-06,0,0,0,0,1,1,1950
P-01930,Ali,Almoez,1996-08-19,0,0,0,0,1,1,2022
P-32244,Ali,Jamal,1956-02-02,0,0,0,1,0,1,1986
P-21531,Alisson,not applicable,1992-10-02,0,1,0,0,0,2,"2018, 2022"
P-76590,Alkorta,Rafael,1968-09-16,0,0,1,0,0,3,"1990, 1994, 1998"
P-85841,Allahverdi,Javad,1954-07-16,0,0,1,0,0,1,1978
P-72460,Allan,Thomson,1946-10-05,0,1,0,0,0,1,1974
P-56076,Allawi,Karim,1960-04-01,0,0,1,0,0,1,1986
P-08949,Allawi,Khalil,1958-09-06,0,0,1,0,0,1,1986
P-45212,Allbäck,Marcus,1973-07-05,0,0,0,0,1,2,"2002, 2006"
P-71223,Allchurch,Ivor,1929-10-16,0,0,0,0,1,1,1958
P-00452,Allchurch,Len,1933-09-12,0,0,0,1,0,1,1958
P-22402,Allemandi,Luigi,1903-11-18,0,0,1,0,0,1,1934
P-14618,Allemann,Anton,1936-01-06,0,0,0,1,0,1,1962
P-71588,Allemann,Willy,1942-06-10,0,0,1,0,0,1,1966
P-92761,Allen,Joe,1990-03-14,0,0,0,1,0,1,2022
P-65532,Allgöwer,Karl,1957-01-05,0,0,0,1,0,1,1986
P-83363,Alli,Dele,1996-04-11,0,0,0,1,0,1,2018
P-95392,Allofs,Klaus,1956-12-05,0,0,0,0,1,1,1986
P-17092,Allofs,Thomas,1959-11-17,0,0,0,0,1,1,1982
P-56659,Almada,Thiago,2001-04-26,0,0,0,1,0,1,2022
P-75772,Almeida,André,1990-09-10,0,0,1,0,0,1,2014
P-14428,Almeida,Hugo,1984-05-23,0,0,0,0,1,2,"2010, 2014"
P-63886,Almeida,not applicable,1910-12-02,0,0,0,0,1,1,1934
P-88203,Almeyda,Matías,1973-12-21,0,0,0,1,0,2,"1998, 2002"
P-17215,Almgren,Erik,1908-01-28,0,0,0,1,0,1,1938
P-83449,Almirón,Sergio,1958-11-18,0,0,0,0,1,1,1986
P-84240,Almond,Bobby,1951-04-16,0,0,1,0,0,1,1982
P-63567,Alnoudji,Nicolas,1979-12-09,0,0,0,1,0,1,2002
P-59039,Aloisi,John,1976-02-05,0,0,0,0,1,1,2006
P-18120,Alonso,Faustino,1961-02-15,0,0,0,0,1,1,1986
P-80682,Alonso,Gabriel,1923-11-09,0,0,1,0,0,1,1950
P-44317,Alonso,Norberto,1953-01-04,0,0,0,1,0,1,1978
P-40490,Alonso,Periko,1953-02-01,0,0,0,1,0,1,1982
P-73924,Alonso,Xabi,1981-11-25,0,0,0,1,0,3,"2006, 2010, 2014"
P-23003,Alonzo,Juan,1911-06-24,0,0,0,0,1,1,1938
P-31090,Alston,Adrian,1949-02-06,0,0,0,0,1,1,1974
P-60629,Altafini,José,1938-07-24,0,0,0,0,1,2,"1958, 1962"
P-58585,Altair,not applicable,1938-01-21,0,0,1,0,0,2,"1962, 1966"
P-07475,Altidore,Jozy,1989-11-06,0,0,0,0,1,2,"2010, 2014"
P-46574,Altobelli,Alessandro,1955-11-28,0,0,0,0,1,2,"1982, 1986"
P-03616,Alvarado,Esteban,1989-04-28,0,1,0,0,0,1,2022
P-73491,Alvarado,Roberto,1998-09-07,0,0,0,0,1,1,2022
P-87796,Alvarenga,Guido,1970-08-24,0,0,0,1,0,1,2002
P-97689,Álvarez,Édgar,1980-01-09,0,0,0,1,0,1,2010
P-26546,Álvarez,Edson,1997-10-24,0,0,1,0,0,2,"2018, 2022"
P-89353,Álvarez,Eliseo,1940-08-09,0,0,1,0,0,2,"1962, 1966"
P-36059,Álvarez,Emilio,1939-02-10,0,0,1,0,0,2,"1962, 1966"
P-19776,Álvarez,Julián,2000-01-31,0,0,0,0,1,1,2022
P-09058,Álvarez,Kevin,1999-01-15,0,0,1,0,0,1,2022
P-10890,Álvarez,Leonel,1965-07-29,0,0,0,1,0,2,"1990, 1994"
P-58741,Álvarez,Ricky,1988-04-12,0,0,0,1,0,1,2014
